,chi2,Z,P,P.adjusted,comparisons,metal,Dataset
2179,74.21318741,2.381874097,0.008612393,0.025119479,min100 - vor250,Cu efficiency,molP
2180,74.21318741,2.666712266,0.003829861,0.013866738,min250 - vor250,Cu efficiency,molP
2181,74.21318741,1.871377029,0.03064642,0.064357483,min50 - vor250,Cu efficiency,molP
2182,74.21318741,3.216429268,0.000648983,0.003785732,necro100 - vor250,Cu efficiency,molP
2183,74.21318741,3.96498008,3.67E-05,0.000428179,necro250 - vor250,Cu efficiency,molP
2184,74.21318741,3.60240078,0.000157646,0.001379401,necro50 - vor250,Cu efficiency,molP
2185,74.21318741,0.65498196,0.256239684,0.320299606,psyg100 - vor250,Cu efficiency,molP
2186,74.21318741,0.994169047,0.160070287,0.227126759,psyg250 - vor250,Cu efficiency,molP
2187,74.21318741,0.588815036,0.277992679,0.343402721,psyg50 - vor250,Cu efficiency,molP
2188,74.21318741,2.935722714,0.001663858,0.006988204,smic100 - vor250,Cu efficiency,molP
2189,74.21318741,4.152117782,1.65E-05,0.000288236,smic250 - vor250,Cu efficiency,molP
2190,74.21318741,1.508797729,0.065675241,0.120980706,smic50 - vor250,Cu efficiency,molP
2191,74.21318741,-0.538020896,0.295281311,0.348365592,vor100 - vor250,Cu efficiency,molP
2192,74.21318741,2.960801829,0.001534197,0.007003941,min100 - vor50,Cu efficiency,molP
2193,74.21318741,3.485439716,0.000245664,0.001842483,min250 - vor50,Cu efficiency,molP
2194,74.21318741,2.690104479,0.003571483,0.01339306,min50 - vor50,Cu efficiency,molP
2195,74.21318741,4.035156718,2.73E-05,0.000358088,necro100 - vor50,Cu efficiency,molP
2196,74.21318741,4.78370753,8.60E-07,4.52E-05,necro250 - vor50,Cu efficiency,molP
2197,74.21318741,4.42112823,4.91E-06,0.000103096,necro50 - vor50,Cu efficiency,molP
2198,74.21318741,1.47370941,0.070279924,0.125074441,psyg100 - vor50,Cu efficiency,molP
2199,74.21318741,1.812896497,0.034923893,0.071902133,psyg250 - vor50,Cu efficiency,molP
2200,74.21318741,1.36944103,0.085430728,0.147052893,psyg50 - vor50,Cu efficiency,molP
2201,74.21318741,3.754450164,8.69E-05,0.000912043,smic100 - vor50,Cu efficiency,molP
2202,74.21318741,4.970845233,3.33E-07,3.50E-05,smic250 - vor50,Cu efficiency,molP
2203,74.21318741,2.327525179,0.009968665,0.028289455,smic50 - vor50,Cu efficiency,molP
2204,74.21318741,0.280706554,0.389467741,0.413071846,vor100 - vor50,Cu efficiency,molP
2205,74.21318741,0.81872745,0.206470966,0.270993143,vor250 - vor50,Cu efficiency,molP
2206,81.56134572,-0.618928999,0.267981567,0.327186797,min100 - min250,Specific growth,molP
2207,81.56134572,1.237857997,0.107884359,0.166586143,min100 - min50,Specific growth,molP
2208,81.56134572,1.856786996,0.031670732,0.063950517,min250 - min50,Specific growth,molP
2209,81.56134572,-2.232565317,0.012788812,0.031972029,min100 - necro100,Specific growth,molP
2210,81.56134572,-1.613636318,0.053303167,0.088838612,min250 - necro100,Specific growth,molP
2211,81.56134572,-3.470423314,0.000259819,0.001299097,min50 - necro100,Specific growth,molP
2212,81.56134572,-2.917808137,0.001762506,0.006168771,min100 - necro250,Specific growth,molP
2213,81.56134572,-2.298879138,0.010755902,0.028234242,min250 - necro250,Specific growth,molP
2214,81.56134572,-4.155666134,1.62E-05,0.000340558,min50 - necro250,Specific growth,molP
2215,81.56134572,-0.68524282,0.246595354,0.315762343,necro100 - necro250,Specific growth,molP
2216,81.56134572,-2.409402173,0.00798934,0.02330224,min100 - necro50,Specific growth,molP
2217,81.56134572,-1.790473175,0.036688938,0.071339602,min250 - necro50,Specific growth,molP
2218,81.56134572,-3.647260171,0.000132526,0.000818541,min50 - necro50,Specific growth,molP
2219,81.56134572,-0.176836857,0.429818269,0.465267198,necro100 - necro50,Specific growth,molP
2220,81.56134572,0.508405963,0.305584336,0.360520846,necro250 - necro50,Specific growth,molP
2221,81.56134572,-0.53051057,0.297878991,0.355423796,min100 - psyg100,Specific growth,molP
2222,81.56134572,0.088418428,0.464772057,0.497970062,min250 - psyg100,Specific growth,molP
2223,81.56134572,-1.768368568,0.038499654,0.072186851,min50 - psyg100,Specific growth,molP
2224,81.56134572,1.702054746,0.044372553,0.077651968,necro100 - psyg100,Specific growth,molP
2225,81.56134572,2.387297566,0.008486374,0.024082952,necro250 - psyg100,Specific growth,molP
2226,81.56134572,1.878891603,0.030129648,0.064563531,necro50 - psyg100,Specific growth,molP
2227,81.56134572,-2.873598922,0.00202912,0.00645629,min100 - psyg250,Specific growth,molP
2228,81.56134572,-2.254669924,0.012077027,0.030928973,min250 - psyg250,Specific growth,molP
2229,81.56134572,-4.11145692,1.97E-05,0.000294878,min50 - psyg250,Specific growth,molP
2230,81.56134572,-0.641033606,0.260750425,0.322103466,necro100 - psyg250,Specific growth,molP
2231,81.56134572,0.044209214,0.482368819,0.496556137,necro250 - psyg250,Specific growth,molP
2232,81.56134572,-0.464196749,0.321253395,0.370676994,necro50 - psyg250,Specific growth,molP
2233,81.56134572,-2.343088352,0.009562427,0.026422495,psyg100 - psyg250,Specific growth,molP
2234,81.56134572,1.149439569,0.125187386,0.180064048,min100 - psyg50,Specific growth,molP
2235,81.56134572,1.768368568,0.038499654,0.073499339,min250 - psyg50,Specific growth,molP
2236,81.56134572,-0.088418428,0.464772057,0.492940061,min50 - psyg50,Specific growth,molP
2237,81.56134572,3.382004886,0.000359794,0.001642539,necro100 - psyg50,Specific growth,molP
2238,81.56134572,4.067247706,2.38E-05,0.000249751,necro250 - psyg50,Specific growth,molP
2239,81.56134572,3.558841742,0.000186247,0.000977796,necro50 - psyg50,Specific growth,molP
2240,81.56134572,1.679950139,0.046483509,0.080012597,psyg100 - psyg50,Specific growth,molP
2241,81.56134572,4.023038491,2.87E-05,0.000251353,psyg250 - psyg50,Specific growth,molP
2242,81.56134572,-2.829389708,0.002331844,0.007201282,min100 - smic100,Specific growth,molP
2243,81.56134572,-2.21046071,0.013536602,0.032303255,min250 - smic100,Specific growth,molP
2244,81.56134572,-4.067247706,2.38E-05,0.000277501,min50 - smic100,Specific growth,molP
2245,81.56134572,-0.596824392,0.275312316,0.332273484,necro100 - smic100,Specific growth,molP
2246,81.56134572,0.088418428,0.464772057,0.483178872,necro250 - smic100,Specific growth,molP
2247,81.56134572,-0.419987535,0.33724728,0.384901787,necro50 - smic100,Specific growth,molP
2248,81.56134572,-2.298879138,0.010755902,0.028958197,psyg100 - smic100,Specific growth,molP
2249,81.56134572,0.044209214,0.482368819,0.482368819,psyg250 - smic100,Specific growth,molP
2250,81.56134572,-3.978829277,3.46E-05,0.000279685,psyg50 - smic100,Specific growth,molP
2251,81.56134572,-3.580946349,0.000171176,0.000945973,min100 - smic250,Specific growth,molP
2252,81.56134572,-2.962017351,0.001528153,0.005730573,min250 - smic250,Specific growth,molP
2253,81.56134572,-4.818804347,7.22E-07,7.58E-05,min50 - smic250,Specific growth,molP
2254,81.56134572,-1.348381033,0.088767931,0.139113921,necro100 - smic250,Specific growth,molP
2255,81.56134572,-0.663138213,0.253621019,0.317026274,necro250 - smic250,Specific growth,molP
2256,81.56134572,-1.171544176,0.120690056,0.176006332,necro50 - smic250,Specific growth,molP
2257,81.56134572,-3.050435779,0.001142548,0.004614135,psyg100 - smic250,Specific growth,molP
2258,81.56134572,-0.707347427,0.2396753,0.314573831,psyg250 - smic250,Specific growth,molP
2259,81.56134572,-4.730385918,1.12E-06,3.92E-05,psyg50 - smic250,Specific growth,molP
2260,81.56134572,-0.751556641,0.226158863,0.300590894,smic100 - smic250,Specific growth,molP
2261,81.56134572,1.193648783,0.116307691,0.172004332,min100 - smic50,Specific growth,molP
2262,81.56134572,1.812577782,0.034948484,0.069237562,min250 - smic50,Specific growth,molP
2263,81.56134572,-0.044209214,0.482368819,0.48700698,min50 - smic50,Specific growth,molP
2264,81.56134572,3.4262141,0.000306029,0.001460592,necro100 - smic50,Specific growth,molP
2265,81.56134572,4.11145692,1.97E-05,0.000344024,necro250 - smic50,Specific growth,molP
2266,81.56134572,3.603050957,0.000157252,0.000917303,necro50 - smic50,Specific growth,molP
2267,81.56134572,1.724159353,0.04233954,0.076649167,psyg100 - smic50,Specific growth,molP
2268,81.56134572,4.067247706,2.38E-05,0.000312189,psyg250 - smic50,Specific growth,molP
2269,81.56134572,0.044209214,0.482368819,0.491735204,psyg50 - smic50,Specific growth,molP
2270,81.56134572,4.023038491,2.87E-05,0.000274203,smic100 - smic50,Specific growth,molP
2271,81.56134572,4.774595133,9.00E-07,4.73E-05,smic250 - smic50,Specific growth,molP
2272,81.56134572,-0.707347427,0.2396753,0.310690203,min100 - vor100,Specific growth,molP
2273,81.56134572,-0.088418428,0.464772057,0.48801066,min250 - vor100,Specific growth,molP
2274,81.56134572,-1.945205424,0.02587513,0.057806141,min50 - vor100,Specific growth,molP
2275,81.56134572,1.52521789,0.06360238,0.102742306,necro100 - vor100,Specific growth,molP
2276,81.56134572,2.21046071,0.013536602,0.033054494,necro250 - vor100,Specific growth,molP
2277,81.56134572,1.702054746,0.044372553,0.078968103,necro50 - vor100,Specific growth,molP
2278,81.56134572,-0.176836857,0.429818269,0.470113732,psyg100 - vor100,Specific growth,molP
2279,81.56134572,2.166251495,0.015145987,0.035340636,psyg250 - vor100,Specific growth,molP
2280,81.56134572,-1.856786996,0.031670732,0.065204449,psyg50 - vor100,Specific growth,molP
2281,81.56134572,2.122042281,0.016917094,0.038615105,smic100 - vor100,Specific growth,molP
2282,81.56134572,2.873598922,0.00202912,0.006658049,smic250 - vor100,Specific growth,molP
2283,81.56134572,-1.90099621,0.028651255,0.062674619,smic50 - vor100,Specific growth,molP
2284,81.56134572,-1.724159353,0.04233954,0.077993889,min100 - vor250,Specific growth,molP
2285,81.56134572,-1.105230355,0.134529894,0.185863669,min250 - vor250,Specific growth,molP
2286,81.56134572,-2.962017351,0.001528153,0.005942816,min50 - vor250,Specific growth,molP
2287,81.56134572,0.508405963,0.305584336,0.356515058,necro100 - vor250,Specific growth,molP
2288,81.56134572,1.193648783,0.116307691,0.174461537,necro250 - vor250,Specific growth,molP
2289,81.56134572,0.68524282,0.246595354,0.311957978,necro50 - vor250,Specific growth,molP
2290,81.56134572,-1.193648783,0.116307691,0.176989965,psyg100 - vor250,Specific growth,molP
2291,81.56134572,1.149439569,0.125187386,0.17763075,psyg250 - vor250,Specific growth,molP
2292,81.56134572,-2.873598922,0.00202912,0.006872825,psyg50 - vor250,Specific growth,molP
2293,81.56134572,1.105230355,0.134529894,0.188341851,smic100 - vor250,Specific growth,molP
2294,81.56134572,1.856786996,0.031670732,0.066508538,smic250 - vor250,Specific growth,molP
2295,81.56134572,-2.917808137,0.001762506,0.006381487,smic50 - vor250,Specific growth,molP
2296,81.56134572,-1.016811926,0.154621454,0.210847437,vor100 - vor250,Specific growth,molP
2297,81.56134572,0.928393498,0.176601745,0.237733118,min100 - vor50,Specific growth,molP
2298,81.56134572,1.547322497,0.06089275,0.099902168,min250 - vor50,Specific growth,molP
2299,81.56134572,-0.309464499,0.378484107,0.427320765,min50 - vor50,Specific growth,molP
2300,81.56134572,3.160958815,0.000786254,0.003302265,necro100 - vor50,Specific growth,molP
2301,81.56134572,3.846201635,6.00E-05,0.000449861,necro250 - vor50,Specific growth,molP
2302,81.56134572,3.337795671,0.000422229,0.001847252,necro50 - vor50,Specific growth,molP
2303,81.56134572,1.458904068,0.072295757,0.115015976,psyg100 - vor50,Specific growth,molP
2304,81.56134572,3.80199242,7.18E-05,0.00050238,psyg250 - vor50,Specific growth,molP
2305,81.56134572,-0.221046071,0.41252828,0.45595231,psyg50 - vor50,Specific growth,molP
2306,81.56134572,3.757783206,8.57E-05,0.000562489,smic100 - vor50,Specific growth,molP
2307,81.56134572,4.509339847,3.25E-06,8.54E-05,smic250 - vor50,Specific growth,molP
2308,81.56134572,-0.265255285,0.395406404,0.441677366,smic50 - vor50,Specific growth,molP
2309,81.56134572,1.635740925,0.05094691,0.086281058,vor100 - vor50,Specific growth,molP
2310,81.56134572,2.652552851,0.003994281,0.011982843,vor250 - vor50,Specific growth,molP
2311,62.46082868,-1.256932973,0.104388954,0.166073336,min100 - min250,Mo,molP
2312,62.46082868,-1.077110718,0.140715403,0.197001564,min100 - min50,Mo,molP
2313,62.46082868,0.168737084,0.433001724,0.45465181,min250 - min50,Mo,molP
2314,62.46082868,-1.692405813,0.045284312,0.095097056,min100 - necro100,Mo,molP
2315,62.46082868,-0.533343129,0.296898039,0.338851023,min250 - necro100,Mo,molP
2316,62.46082868,-0.677259805,0.249120565,0.297246128,min50 - necro100,Mo,molP
2317,62.46082868,0.049830745,0.480128633,0.484745255,min100 - necro250,Mo,molP
2318,62.46082868,1.527879628,0.063271214,0.116552236,min250 - necro250,Mo,molP
2319,62.46082868,1.301279914,0.09658133,0.158453744,min50 - necro250,Mo,molP
2320,62.46082868,2.036402348,0.020854985,0.052137462,necro100 - necro250,Mo,molP
2321,62.46082868,-0.989711002,0.161157698,0.219760497,min100 - necro50,Mo,molP
2322,62.46082868,0.327278738,0.371728536,0.410857856,min250 - necro50,Mo,molP
2323,62.46082868,0.143310948,0.443022305,0.456052373,min50 - necro50,Mo,molP
2324,62.46082868,0.860621866,0.194723169,0.252418923,necro100 - necro50,Mo,molP
2325,62.46082868,-1.215831595,0.11202454,0.170472126,necro250 - necro50,Mo,molP
2326,62.46082868,-2.909750346,0.001808588,0.009495086,min100 - psyg100,Mo,molP
2327,62.46082868,-2.024279601,0.021470696,0.052428443,min250 - psyg100,Mo,molP
2328,62.46082868,-2.098811955,0.01791674,0.045884335,min50 - psyg100,Mo,molP
2329,62.46082868,-1.490936473,0.067989087,0.120997528,necro100 - psyg100,Mo,molP
2330,62.46082868,-3.457954498,0.000272147,0.002597763,necro250 - psyg100,Mo,molP
2331,62.46082868,-2.351558339,0.009347479,0.030671415,necro50 - psyg100,Mo,molP
2332,62.46082868,-4.146889099,1.69E-05,0.000442343,min100 - psyg250,Mo,molP
2333,62.46082868,-3.539458944,0.000200474,0.002104978,min250 - psyg250,Mo,molP
2334,62.46082868,-3.543478774,0.000197443,0.002303496,min50 - psyg250,Mo,molP
2335,62.46082868,-3.006115815,0.001323041,0.007717739,necro100 - psyg250,Mo,molP
2336,62.46082868,-4.902621317,4.73E-07,4.96E-05,necro250 - psyg250,Mo,molP
2337,62.46082868,-3.866737682,5.52E-05,0.000965133,necro50 - psyg250,Mo,molP
2338,62.46082868,-1.515179342,0.064863496,0.117425295,psyg100 - psyg250,Mo,molP
2339,62.46082868,-3.744972141,9.02E-05,0.001183966,min100 - psyg50,Mo,molP
2340,62.46082868,-3.048824855,0.001148692,0.007094862,min250 - psyg50,Mo,molP
2341,62.46082868,-3.080581021,0.001032986,0.006778969,min50 - psyg50,Mo,molP
2342,62.46082868,-2.540302134,0.005537837,0.021536033,necro100 - psyg50,Mo,molP
2343,62.46082868,-4.381860936,5.88E-06,0.000308884,necro250 - psyg50,Mo,molP
2344,62.46082868,-3.360872888,0.000388483,0.003399225,necro50 - psyg50,Mo,molP
2345,62.46082868,-1.118749985,0.131623407,0.189321339,psyg100 - psyg50,Mo,molP
2346,62.46082868,0.325916834,0.372243639,0.40714148,psyg250 - psyg50,Mo,molP
2347,62.46082868,-2.810779246,0.002471084,0.011281036,min100 - smic100,Mo,molP
2348,62.46082868,-1.903065254,0.028516016,0.065090905,min250 - smic100,Mo,molP
2349,62.46082868,-1.983238609,0.023670392,0.056486162,min50 - smic100,Mo,molP
2350,62.46082868,-1.369722126,0.08538683,0.144606728,necro100 - smic100,Mo,molP
2351,62.46082868,-3.342381152,0.000415315,0.003354464,necro250 - smic100,Mo,molP
2352,62.46082868,-2.230343992,0.012862307,0.034629289,necro50 - smic100,Mo,molP
2353,62.46082868,0.121214347,0.45176063,0.460532681,psyg100 - smic100,Mo,molP
2354,62.46082868,1.63639369,0.050878609,0.100797245,psyg250 - smic100,Mo,molP
2355,62.46082868,1.23432333,0.108541223,0.170101916,psyg50 - smic100,Mo,molP
2356,62.46082868,-2.424791955,0.007658581,0.025940355,min100 - smic250,Mo,molP
2357,62.46082868,-1.430329299,0.076311265,0.133544713,min250 - smic250,Mo,molP
2358,62.46082868,-1.532502562,0.062699233,0.117561062,min50 - smic250,Mo,molP
2359,62.46082868,-0.896986171,0.184863148,0.245704184,necro100 - smic250,Mo,molP
2360,62.46082868,-2.891645105,0.001916153,0.009580764,necro250 - smic250,Mo,molP
2361,62.46082868,-1.757608037,0.039407112,0.084443812,necro50 - smic250,Mo,molP
2362,62.46082868,0.593950302,0.276272677,0.322318123,psyg100 - smic250,Mo,molP
2363,62.46082868,2.109129645,0.017466696,0.045850078,psyg250 - smic250,Mo,molP
2364,62.46082868,1.685059378,0.045988558,0.094682325,psyg50 - smic250,Mo,molP
2365,62.46082868,0.472735955,0.318200786,0.359258952,smic100 - smic250,Mo,molP
2366,62.46082868,-2.256541085,0.012018383,0.034106221,min100 - smic50,Mo,molP
2367,62.46082868,-1.224264909,0.110426155,0.170510975,min250 - smic50,Mo,molP
2368,62.46082868,-1.336027874,0.090770081,0.151283469,min50 - smic50,Mo,molP
2369,62.46082868,-0.69092178,0.244807349,0.298892694,necro100 - smic50,Mo,molP
2370,62.46082868,-2.695170417,0.003517632,0.014205821,necro250 - smic50,Mo,molP
2371,62.46082868,-1.551543647,0.060385728,0.115281844,necro50 - smic50,Mo,molP
2372,62.46082868,0.800014693,0.211851142,0.271272804,psyg100 - smic50,Mo,molP
2373,62.46082868,2.315194035,0.010301158,0.032776411,psyg250 - smic50,Mo,molP
2374,62.46082868,1.881534065,0.029949653,0.066908799,psyg50 - smic50,Mo,molP
2375,62.46082868,0.678800345,0.248632187,0.30007333,smic100 - smic50,Mo,molP
2376,62.46082868,0.206064391,0.418370307,0.4482539,smic250 - smic50,Mo,molP
2377,62.46082868,-3.246252087,0.000584676,0.004092734,min100 - vor100,Mo,molP
2378,62.46082868,-2.436408383,0.007416963,0.025959372,min250 - vor100,Mo,molP
2379,62.46082868,-2.491761329,0.006355571,0.023833391,min50 - vor100,Mo,molP
2380,62.46082868,-1.903065254,0.028516016,0.06653737,necro100 - vor100,Mo,molP
2381,62.46082868,-3.850903873,5.88E-05,0.00088262,necro250 - vor100,Mo,molP
2382,62.46082868,-2.763687121,0.002857616,0.012502068,necro50 - vor100,Mo,molP
2383,62.46082868,-0.412128781,0.340122517,0.379924088,psyg100 - vor100,Mo,molP
2384,62.46082868,1.103050561,0.135002604,0.191557749,psyg250 - vor100,Mo,molP
2385,62.46082868,0.72580061,0.233980507,0.289034743,psyg50 - vor100,Mo,molP
2386,62.46082868,-0.533343129,0.296898039,0.34257466,smic100 - vor100,Mo,molP
2387,62.46082868,-1.006079083,0.157188765,0.217168688,smic250 - vor100,Mo,molP
2388,62.46082868,-1.212143474,0.112728732,0.169093099,smic50 - vor100,Mo,molP
2389,62.46082868,-2.296129525,0.010834238,0.032502715,min100 - vor250,Mo,molP
2390,62.46082868,-1.272750648,0.101553269,0.164047589,min250 - vor250,Mo,molP
2391,62.46082868,-1.382257212,0.083446369,0.143637193,min50 - vor250,Mo,molP
2392,62.46082868,-0.739407519,0.229829789,0.287287236,necro100 - vor250,Mo,molP
2393,62.46082868,-2.741399756,0.003058901,0.012847385,necro250 - vor250,Mo,molP
2394,62.46082868,-1.600029386,0.054796032,0.106547841,necro50 - vor250,Mo,molP
2395,62.46082868,0.751528954,0.226167191,0.286115121,psyg100 - vor250,Mo,molP
2396,62.46082868,2.266708296,0.011704026,0.034136741,psyg250 - vor250,Mo,molP
2397,62.46082868,1.835304727,0.033230276,0.072691228,psyg50 - vor250,Mo,molP
2398,62.46082868,0.630314606,0.264244384,0.311748993,smic100 - vor250,Mo,molP
2399,62.46082868,0.157578652,0.437394413,0.454716964,smic250 - vor250,Mo,molP
2400,62.46082868,-0.048485739,0.480664565,0.480664565,smic50 - vor250,Mo,molP
2401,62.46082868,1.163657735,0.122281372,0.180838649,vor100 - vor250,Mo,molP
2402,62.46082868,-0.183258868,0.427297453,0.453194269,min100 - vor50,Mo,molP
2403,62.46082868,1.160066268,0.123010913,0.179390915,min250 - vor50,Mo,molP
2404,62.46082868,0.963960225,0.167532934,0.225525103,min50 - vor50,Mo,molP
2405,62.46082868,1.637102865,0.050804489,0.102585988,necro100 - vor50,Mo,molP
2406,62.46082868,-0.262898243,0.396314505,0.429000238,necro250 - vor50,Mo,molP
2407,62.46082868,0.867339266,0.192878074,0.253152472,necro50 - vor50,Mo,molP
2408,62.46082868,2.970636986,0.001485914,0.008211631,psyg100 - vor50,Mo,molP
2409,62.46082868,4.325854589,7.60E-06,0.000265898,psyg250 - vor50,Mo,molP
2410,62.46082868,3.868359866,5.48E-05,0.001150484,psyg50 - vor50,Mo,molP
2411,62.46082868,2.862219578,0.002103427,0.010039082,smic100 - vor50,Mo,molP
2412,62.46082868,2.439391686,0.007356006,0.026633815,smic250 - vor50,Mo,molP
2413,62.46082868,2.255082092,0.012064088,0.033334981,smic50 - vor50,Mo,molP
2414,62.46082868,3.339256174,0.000420015,0.003150115,vor100 - vor50,Mo,molP
2415,62.46082868,2.298449055,0.010768122,0.033254495,vor250 - vor50,Mo,molP
2416,61.400271,-0.85027937,0.197584892,0.265979662,min100 - min250,Mo uptake,molP
2417,61.400271,-0.309900304,0.378318386,0.413785734,min100 - min50,Mo uptake,molP
2418,61.400271,0.718327665,0.236277638,0.298905446,min250 - min50,Mo uptake,molP
2419,61.400271,-1.579090259,0.057157678,0.105290459,min100 - necro100,Mo uptake,molP
2420,61.400271,-1.030694243,0.151342113,0.217683861,min250 - necro100,Mo uptake,molP
2421,61.400271,-1.701056067,0.04446623,0.09154812,min50 - necro100,Mo uptake,molP
2422,61.400271,-0.025401664,0.489867292,0.494577554,min100 - necro250,Mo uptake,molP
2423,61.400271,1.111419026,0.133194013,0.19979102,min250 - necro250,Mo uptake,molP
2424,61.400271,0.376356325,0.353326005,0.394672666,min50 - necro250,Mo uptake,molP
2425,61.400271,2.094147428,0.018123425,0.046413648,necro100 - necro250,Mo uptake,molP
2426,61.400271,-1.197332174,0.115588554,0.183890882,min100 - necro50,Mo uptake,molP
2427,61.400271,-0.490806783,0.311781556,0.363745149,min250 - necro50,Mo uptake,molP
2428,61.400271,-1.186293571,0.117753192,0.181824782,min50 - necro50,Mo uptake,molP
2429,61.400271,0.539887461,0.294637323,0.351555897,necro100 - necro50,Mo uptake,molP
2430,61.400271,-1.579384932,0.057123896,0.107107304,necro250 - necro50,Mo uptake,molP
2431,61.400271,-2.160403706,0.015370715,0.041382695,min100 - psyg100,Mo uptake,molP
2432,61.400271,-1.852795604,0.03195583,0.069903379,min250 - psyg100,Mo uptake,molP
2433,61.400271,-2.484898959,0.006479411,0.023459935,min50 - psyg100,Mo uptake,molP
2434,61.400271,-0.822101361,0.205509606,0.273145678,necro100 - psyg100,Mo uptake,molP
2435,61.400271,-2.87799032,0.002001087,0.011058639,necro250 - psyg100,Mo uptake,molP
2436,61.400271,-1.361988822,0.086600706,0.146662487,necro50 - psyg100,Mo uptake,molP
2437,61.400271,-3.557291243,0.000187349,0.00245896,min100 - psyg250,Mo uptake,molP
2438,61.400271,-3.828292904,6.45E-05,0.001693586,min250 - psyg250,Mo uptake,molP
2439,61.400271,-4.36846173,6.26E-06,0.000218968,min50 - psyg250,Mo uptake,molP
2440,61.400271,-2.797598661,0.002574202,0.01287101,necro100 - psyg250,Mo uptake,molP
2441,61.400271,-4.761553091,9.61E-07,0.000100857,necro250 - psyg250,Mo uptake,molP
2442,61.400271,-3.337486121,0.0004227,0.004034861,necro50 - psyg250,Mo uptake,molP
2443,61.400271,-1.9754973,0.02410587,0.058863172,psyg100 - psyg250,Mo uptake,molP
2444,61.400271,-2.463961434,0.006870545,0.024046907,min100 - psyg50,Mo uptake,molP
2445,61.400271,-2.257935495,0.011974841,0.036981126,min250 - psyg50,Mo uptake,molP
2446,61.400271,-2.84955503,0.002189022,0.011492363,min50 - psyg50,Mo uptake,molP
2447,61.400271,-1.275207093,0.101117976,0.165896679,necro100 - psyg50,Mo uptake,molP
2448,61.400271,-3.225911354,0.000627861,0.004708959,necro250 - psyg50,Mo uptake,molP
2449,61.400271,-1.789969589,0.0367294,0.07713174,necro50 - psyg50,Mo uptake,molP
2450,61.400271,-0.491364201,0.31158444,0.36759962,psyg100 - psyg50,Mo uptake,molP
2451,61.400271,1.392198569,0.081931138,0.143379491,psyg250 - psyg50,Mo uptake,molP
2452,61.400271,-2.776422434,0.002748037,0.013115633,min100 - smic100,Mo uptake,molP
2453,61.400271,-2.723977643,0.003225044,0.014109566,min250 - smic100,Mo uptake,molP
2454,61.400271,-3.315538442,0.000457334,0.004001671,min50 - smic100,Mo uptake,molP
2455,61.400271,-1.6932834,0.045200768,0.089548692,necro100 - smic100,Mo uptake,molP
2456,61.400271,-3.708629803,0.000104192,0.001823359,necro250 - smic100,Mo uptake,molP
2457,61.400271,-2.233170861,0.01276884,0.036235896,necro50 - smic100,Mo uptake,molP
2458,61.400271,-0.871182039,0.191827383,0.265024673,psyg100 - smic100,Mo uptake,molP
2459,61.400271,1.104315261,0.134728203,0.199245933,psyg250 - smic100,Mo uptake,molP
2460,61.400271,-0.339275282,0.367201181,0.405853937,psyg50 - smic100,Mo uptake,molP
2461,61.400271,-2.238490587,0.01259454,0.037783621,min100 - smic250,Mo uptake,molP
2462,61.400271,-1.96322713,0.024809894,0.059205429,min250 - smic250,Mo uptake,molP
2463,61.400271,-2.590191288,0.004796131,0.018651619,min50 - smic250,Mo uptake,molP
2464,61.400271,-0.932532887,0.1755306,0.245742839,necro100 - smic250,Mo uptake,molP
2465,61.400271,-2.983282649,0.001425873,0.00880686,necro250 - smic250,Mo uptake,molP
2466,61.400271,-1.472420348,0.070453701,0.127545493,necro50 - smic250,Mo uptake,molP
2467,61.400271,-0.110431526,0.456033576,0.469446328,psyg100 - smic250,Mo uptake,molP
2468,61.400271,1.865065774,0.031086093,0.069447654,psyg250 - smic250,Mo uptake,molP
2469,61.400271,0.386071872,0.34972172,0.394847104,psyg50 - smic250,Mo uptake,molP
2470,61.400271,0.760750513,0.223403049,0.289596545,smic100 - smic250,Mo uptake,molP
2471,61.400271,-0.86763201,0.192797908,0.262906239,min100 - smic50,Mo uptake,molP
2472,61.400271,-0.024540339,0.490210804,0.490210804,min250 - smic50,Mo uptake,molP
2473,61.400271,-0.741725961,0.229126694,0.293393937,min50 - smic50,Mo uptake,molP
2474,61.400271,1.006153904,0.157170771,0.22301258,necro100 - smic50,Mo uptake,molP
2475,61.400271,-1.134817321,0.128225934,0.195126421,necro250 - smic50,Mo uptake,molP
2476,61.400271,0.466266443,0.320512398,0.365802193,necro50 - smic50,Mo uptake,molP
2477,61.400271,1.828255265,0.033755625,0.072333482,psyg100 - smic50,Mo uptake,molP
2478,61.400271,3.803752565,7.13E-05,0.001496466,psyg250 - smic50,Mo uptake,molP
2479,61.400271,2.2345372,0.012723874,0.037111299,psyg50 - smic50,Mo uptake,molP
2480,61.400271,2.699437304,0.003472842,0.014024939,smic100 - smic50,Mo uptake,molP
2481,61.400271,1.938686791,0.026269744,0.059963546,smic250 - smic50,Mo uptake,molP
2482,61.400271,-2.576867071,0.004985014,0.018693803,min100 - vor100,Mo uptake,molP
2483,61.400271,-2.441763743,0.007307854,0.024752409,min250 - vor100,Mo uptake,molP
2484,61.400271,-3.046458046,0.001157774,0.008104418,min50 - vor100,Mo uptake,molP
2485,61.400271,-1.4110695,0.079112061,0.140792651,necro100 - vor100,Mo uptake,molP
2486,61.400271,-3.439549407,0.000291342,0.003059088,necro250 - vor100,Mo uptake,molP
2487,61.400271,-1.950956961,0.025531083,0.059572527,necro50 - vor100,Mo uptake,molP
